date,e5,e10,disel
31-05-16 7:24:00,1319,0,1099
31-05-16 7:28:00,1319,0,1099
31-05-16 7:32:00,1319,0,1099
31-05-16 7:36:00,1319,0,1099
31-05-16 7:40:00,1319,0,1099
31-05-16 7:44:00,1319,0,1099
31-05-16 7:48:00,1319,0,1099
31-05-16 7:52:00,1319,0,1099
31-05-16 7:56:00,1319,0,1099
31-05-16 8:00:00,1319,0,1099
31-05-16 8:04:00,1319,0,1099
31-05-16 8:08:00,1319,0,1099
31-05-16 8:12:00,1319,0,1099
31-05-16 8:16:00,1319,0,1099
31-05-16 8:20:00,1319,0,1099
31-05-16 8:24:00,1319,0,1099
31-05-16 8:28:00,1319,0,1099
31-05-16 8:32:00,1319,0,1099
31-05-16 8:36:00,1319,0,1099
31-05-16 8:40:00,1319,0,1099
31-05-16 8:44:00,1319,0,1099
31-05-16 8:48:00,1319,0,1099
31-05-16 8:52:00,1319,0,1099
31-05-16 8:56:00,1319,0,1099
31-05-16 9:00:00,1319,0,1099
31-05-16 9:04:00,1319,0,1099
31-05-16 9:08:00,1319,0,1099
31-05-16 9:12:00,1319,0,1099
31-05-16 9:16:00,1319,0,1099
31-05-16 9:20:00,1319,0,1099
31-05-16 9:24:00,1319,0,1099
31-05-16 9:28:00,1319,0,1099
31-05-16 9:32:00,1319,0,1099
31-05-16 9:36:00,1319,0,1099
31-05-16 9:40:00,1289,0,1069
31-05-16 9:44:00,1289,0,1069
31-05-16 9:48:00,1289,0,1069
31-05-16 9:52:00,1289,0,1069
31-05-16 9:56:00,1289,0,1069
31-05-16 10:00:00,1289,0,1069
31-05-16 10:04:00,1289,0,1069
31-05-16 10:08:00,1289,0,1069
31-05-16 10:12:00,1289,0,1069
31-05-16 10:16:00,1289,0,1069
31-05-16 10:20:00,1289,0,1069
31-05-16 10:24:00,1289,0,1069
31-05-16 10:28:00,1289,0,1069
31-05-16 10:32:00,1289,0,1069
31-05-16 10:36:00,1289,0,1069
31-05-16 10:40:00,1289,0,1069
31-05-16 10:44:00,1289,0,1069
31-05-16 10:48:00,1289,0,1069
31-05-16 10:52:00,1289,0,1069
31-05-16 10:56:00,1289,0,1069
31-05-16 11:00:00,1289,0,1069
31-05-16 11:04:00,1289,0,1069
31-05-16 11:08:00,1289,0,1069
31-05-16 11:12:00,1289,0,1069
31-05-16 11:16:00,1289,0,1069
31-05-16 11:20:00,1289,0,1069
31-05-16 11:24:00,1289,0,1069
31-05-16 11:28:00,1289,0,1069
31-05-16 11:32:00,1289,0,1069
31-05-16 11:36:00,1289,0,1069
31-05-16 11:40:00,1289,0,1069
31-05-16 11:44:00,1289,0,1069
31-05-16 11:48:00,1289,0,1069
31-05-16 11:52:00,1289,0,1069
31-05-16 11:56:00,1289,0,1069
31-05-16 12:00:00,1289,0,1069
31-05-16 12:04:00,1289,0,1069
31-05-16 12:08:00,1289,0,1069
31-05-16 12:12:00,1289,0,1069
31-05-16 12:16:00,1289,0,1069
